,E_votes_3,E_votes_num,E_votes_mean,E_votes_2,E_votes_std,E_votes_1,E_votes_4,E_likes_mean,E_likes_sum,E_likes_num,E_likes_std,E_dislikes_std,E_dislikes_sum,E_dislikes_num,E_dislikes_mean,E_com_num,E_com_std,E_com_sum,E_com_mean,E_uid,E_target,E_comid
682,69,70,3.0142857142857142,0,0.11952286093343939,0,1,4.0,4.0,1.0,,,0.0,1.0,0.0,1.0,,83.0,83.0,26_134,1,26
683,3,33,1.4848484848484849,1,1.0037807318213268,26,3,11.3,113.0,10.0,4.473378042498879,1.577621275493231,14.0,10.0,1.4,10.0,174.88980657672548,3060.0,306.0,26_139,1,26
684,6,30,2.4,21,0.6746646676632054,0,3,,,,,,,,,,,,,26_141,1,26
685,16,45,2.7333333333333334,19,0.8090398349558903,1,9,4.409090909090909,97.0,22.0,5.133077522158111,2.769656236971598,14.0,22.0,0.6363636363636364,22.0,101.80438121530938,2097.0,95.31818181818181,26_144,1,26
686,13,13,3.0,0,0.0,0,0,,,,,,,,,,,,,26_145,1,26
687,44,49,2.979591836734694,3,0.3220892680587782,0,2,,,,,,,,,,,,,26_155,1,26
688,27,29,3.0,1,0.2672612419124244,0,1,15.0,15.0,1.0,,,0.0,1.0,0.0,1.0,,46.0,46.0,26_158,1,26
689,18,77,3.7662337662337664,0,0.4260004909839001,0,59,9.214285714285714,129.0,14.0,6.658465651722237,0.26726124191242434,1.0,14.0,0.07142857142857142,14.0,76.68660355521796,1298.0,92.71428571428571,26_161,1,26
690,38,54,3.037037037037037,7,0.548168923246928,0,9,4.0,12.0,3.0,2.0,0.0,0.0,3.0,0.0,3.0,320.7901702567168,929.0,309.6666666666667,26_166,1,26
691,55,64,3.046875,3,0.375,0,6,16.0,16.0,1.0,,,0.0,1.0,0.0,1.0,,35.0,35.0,26_169,1,26
692,72,79,3.037974683544304,2,0.29712459506389843,0,5,6.315789473684211,120.0,19.0,6.119664402372145,0.501459857121279,3.0,19.0,0.15789473684210525,19.0,121.20317869724288,2658.0,139.89473684210526,26_170,1,26
693,20,21,2.9523809523809526,1,0.21821789023599233,0,0,8.0,8.0,1.0,,,0.0,1.0,0.0,1.0,,374.0,374.0,26_171,1,26
694,14,21,3.0476190476190474,3,0.5895922723535714,0,4,11.0,121.0,11.0,7.912016177940993,1.2135597524338355,5.0,11.0,0.45454545454545453,11.0,144.27196539868723,1727.0,157.0,26_172,1,26
695,10,77,1.4155844155844155,12,0.7136018599266482,55,0,,,,,,,,,,,,,26_18,1,26
696,51,71,2.9577464788732395,10,0.5716297432606894,1,9,13.0,39.0,3.0,1.0,1.1547005383792517,2.0,3.0,0.6666666666666666,3.0,49.89321931218042,352.0,117.33333333333333,26_180,1,26
697,38,57,3.1403508771929824,4,0.6105792475542052,1,14,4.052631578947368,77.0,19.0,5.863954716083736,1.0173926082384546,8.0,19.0,0.42105263157894735,19.0,91.9328829677403,1309.0,68.89473684210526,26_185,1,26
698,11,60,3.816666666666667,0,0.39020492949942304,0,49,5.0,10.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,22.627416997969522,80.0,40.0,26_187,1,26
699,25,34,3.2058823529411766,1,0.47859717766303556,0,8,,,,,,,,,,,,,26_188,1,26
700,57,60,3.05,0,0.21978417765108269,0,3,12.0,36.0,3.0,6.244997998398398,0.0,0.0,3.0,0.0,3.0,11.846237095944574,139.0,46.333333333333336,26_19,1,26
701,12,56,2.232142857142857,42,0.5042031130613726,1,1,4.0,4.0,1.0,,,0.0,1.0,0.0,1.0,,82.0,82.0,26_198,1,26
702,2,67,3.8507462686567164,1,0.5839710283204853,2,62,7.545454545454546,83.0,11.0,5.2414432432992415,0.40451991747794525,2.0,11.0,0.18181818181818182,11.0,188.11423028671604,2125.0,193.1818181818182,26_201,1,26
703,47,54,3.0185185185185186,3,0.3629408570116207,0,4,12.285714285714286,86.0,7.0,7.521398046336105,0.7559289460184545,2.0,7.0,0.2857142857142857,7.0,40.9261820959686,458.0,65.42857142857143,26_202,1,26
704,8,12,3.0,2,0.6030226891555273,0,2,3.25,13.0,4.0,3.8622100754188224,0.0,0.0,4.0,0.0,4.0,21.142374511865974,98.0,24.5,26_204,1,26
705,52,57,2.982456140350877,3,0.2982824686060084,0,2,9.142857142857142,64.0,7.0,7.925245977856069,0.4879500364742666,2.0,7.0,0.2857142857142857,7.0,171.55562751869533,2030.0,290.0,26_210,1,26
706,40,46,3.0217391304347827,1,0.4466731559121956,1,4,6.5,26.0,4.0,7.047458170621991,1.0,2.0,4.0,0.5,4.0,48.62783839187864,364.0,91.0,26_211,1,26
707,5,6,3.1666666666666665,0,0.40824829046386296,0,1,5.0,5.0,1.0,,,0.0,1.0,0.0,1.0,,45.0,45.0,26_22,0,26
708,45,59,2.8983050847457625,10,0.4804780397664781,0,4,,,,,,,,,,,,,26_222,1,26
709,1,56,3.6785714285714284,4,0.8335497554466653,3,48,7.0588235294117645,120.0,17.0,8.173666467957434,0.5285941398709243,3.0,17.0,0.17647058823529413,17.0,44.46801560408004,1040.0,61.1764705882353,26_224,1,26
710,33,39,3.1025641025641026,1,0.3835342429556561,0,5,7.666666666666667,46.0,6.0,8.31063575586529,0.0,0.0,6.0,0.0,6.0,79.03775469145532,649.0,108.16666666666667,26_232,1,26
711,21,70,3.7,0,0.4615663313770509,0,49,15.333333333333334,46.0,3.0,5.686240703077327,0.0,0.0,3.0,0.0,3.0,214.5390407361793,900.0,300.0,26_245,1,26
712,36,59,3.2203389830508473,5,0.5892074340592389,0,18,8.594594594594595,318.0,37.0,6.861565497835102,0.6015495506289251,6.0,37.0,0.16216216216216217,37.0,79.08908953884908,3632.0,98.16216216216216,26_246,1,26
713,1,45,3.977777777777778,0,0.14907119849998604,0,44,,,,,,,,,,,,,26_247,1,26
714,40,56,3.142857142857143,4,0.5197401948376424,0,12,2.6923076923076925,35.0,13.0,2.323238235187235,1.450022104163969,7.0,13.0,0.5384615384615384,13.0,71.49887931701967,879.0,67.61538461538461,26_251,1,26
715,48,71,3.183098591549296,5,0.5427406419520834,0,18,3.0,9.0,3.0,1.7320508075688772,0.0,0.0,3.0,0.0,3.0,14.29452109492771,118.0,39.333333333333336,26_253,1,26
716,0,56,4.0,0,0.0,0,56,3.0,15.0,5.0,0.7071067811865476,0.447213595499958,1.0,5.0,0.2,5.0,14.377065069060514,151.0,30.2,26_261,1,26
717,38,47,3.1914893617021276,0,0.39772712255364384,0,9,2.6363636363636362,29.0,11.0,2.013590190318143,0.3015113445777636,1.0,11.0,0.09090909090909091,11.0,18.96024549131443,386.0,35.09090909090909,26_262,1,26
718,27,30,3.033333333333333,1,0.3198419149747462,0,2,13.4,67.0,5.0,7.334848328356899,0.0,0.0,5.0,0.0,5.0,128.54765653250936,935.0,187.0,26_266,1,26
719,6,6,3.0,0,0.0,0,0,,,,,,,,,,,,,26_267,1,26
720,0,65,3.9692307692307693,1,0.24806946917841688,0,64,6.764705882352941,115.0,17.0,4.5211919302976105,1.2217393579743308,6.0,17.0,0.35294117647058826,17.0,84.8285468043699,1860.0,109.41176470588235,26_268,1,26
721,15,73,1.6027397260273972,8,0.9089023604111905,48,2,12.0,12.0,1.0,,,0.0,1.0,0.0,1.0,,14.0,14.0,26_271,1,26
722,44,57,3.0,5,0.5345224838248488,1,7,4.0,20.0,5.0,4.123105625617661,0.44721359549995804,1.0,5.0,0.2,5.0,121.62359968361403,507.0,101.4,26_273,1,26
723,18,27,2.888888888888889,6,0.5773502691896258,0,3,,,,,,,,,,,,,26_276,1,26
724,4,21,2.0476190476190474,5,1.1169686869465265,9,3,24.0,48.0,2.0,11.313708498984761,0.0,0.0,2.0,0.0,2.0,142.8355697996826,636.0,318.0,26_286,1,26
725,41,43,3.046511627906977,0,0.21308263231644642,0,2,,,,,,,,,,,,,26_287,1,26
726,26,46,3.391304347826087,1,0.536584294695633,0,19,5.153846153846154,67.0,13.0,4.997435239636325,3.8829013735766043,14.0,13.0,1.0769230769230769,13.0,38.07196289888872,830.0,63.84615384615385,26_288,1,26
727,0,15,4.0,0,0.0,0,15,14.5,29.0,2.0,9.192388155425117,0.0,0.0,2.0,0.0,2.0,42.42640687119285,390.0,195.0,26_29,1,26
728,51,66,3.015151515151515,7,0.4801417817021661,0,8,9.0,180.0,20.0,4.34074938958216,0.4893604849295929,3.0,20.0,0.15,20.0,38.263490912906846,1662.0,83.1,26_291,1,26
729,40,44,3.0,2,0.30499714066520933,0,2,,,,,,,,,,,,,26_292,1,26
730,39,48,2.7291666666666665,5,0.609833717598959,4,0,5.375,43.0,8.0,5.629958132298016,0.0,0.0,8.0,0.0,8.0,94.33943274913503,814.0,101.75,26_293,1,26
731,13,59,2.1186440677966103,34,0.7212237149387588,10,2,8.421052631578947,160.0,19.0,5.03670736221905,0.8306975860878395,7.0,19.0,0.3684210526315789,19.0,129.14998760451206,2735.0,143.94736842105263,26_299,1,26
