,G_interactions_degree,G_interactions_w_degree,G_interactions_degree_u,G_interactions_w_degree_u,G_interactions_betweenness_centrality,G_interactions_w_betweenness_centrality,G_interactions_betweenness_centrality_u,G_interactions_w_betweenness_centrality_u,G_interactions_NMF1_d,G_interactions_NMF1_u,G_interactions_NMF2_d,G_interactions_NMF2_u,G_rel_agree_degree,G_rel_agree_w_degree,G_rel_agree_degree_u,G_rel_agree_w_degree_u,G_rel_agree_betweenness_centrality,G_rel_agree_w_betweenness_centrality,G_rel_agree_betweenness_centrality_u,G_rel_agree_w_betweenness_centrality_u,G_rel_agree_NMF1_d,G_rel_agree_NMF1_u,G_rel_agree_NMF2_d,G_rel_agree_NMF2_u
11_214,0.3781094527363184,0.06393442622950819,0.47107438016528924,0.07601572739187418,0.03682639099171223,0.3122466495958924,0.04550378721147985,0.24298624648217892,0.0,0.0,0.0,0.0,0.3781094527363184,0.34905283364646167,0.47107438016528924,0.4304671549722751,0.03682639099171223,0.0018574469465263651,0.04550378721147985,6.23730767100528e-06,0.0,0.0,0.0,0.0
11_216,0.44776119402985076,0.05983606557377049,0.5454545454545454,0.0672782874617737,0.04645504886239043,0.25003723676621975,0.07278391935518767,0.2852229373526195,0.0,0.0,0.0,0.31897513819502593,0.44776119402985076,0.462351249113633,0.5454545454545454,0.5691074187409524,0.04645504886239043,0.00014917403774626563,0.07278391935518767,1.0460751854213053e-11,0.0,0.0,0.0,0.6603631951879062
11_217,0.6417910447761194,0.09754098360655737,0.7520661157024794,0.10048055919615553,0.153470580399817,0.760809848894423,0.22145861921604176,0.7328299050559959,0.0,0.0,0.0,0.0,0.6417910447761194,0.567993321146504,0.7520661157024794,0.659305546904121,0.153470580399817,0.010217619974153741,0.22145861921604176,0.00013711175070841455,0.0,0.349706822489846,0.0,0.0
11_218,0.23383084577114427,0.04344262295081967,0.33884297520661155,0.04849279161205767,0.004716676520394948,0.05845861962803051,0.015085769005540857,0.09175760323643395,0.0,0.0,0.0,0.0,0.23383084577114427,0.22907615783374485,0.33884297520661155,0.3262639586461668,0.004716676520394948,7.868330042043626e-06,0.015085769005540857,2.7223852891108395e-12,0.0,0.0,0.0,0.0
11_223,0.6169154228855721,0.14453551912568305,0.7107438016528925,0.13324595893403232,0.11415130470956751,0.4332814601023203,0.16480713425032636,0.41814888613413004,0.0,0.0,0.0,0.0,0.6169154228855721,0.5321365933201364,0.7107438016528925,0.616629777813712,0.11415130470956751,0.006980464937922791,0.16480713425032636,2.4139902715655817e-05,0.0,0.0,0.0,0.0
11_225,0.527363184079602,0.05273224043715847,0.6363636363636364,0.05897771952817824,0.12174888176308615,0.7495475261380392,0.2853765325850111,1.0,0.0,0.0,0.0,0.0,0.527363184079602,0.511551103089841,0.6363636363636364,0.6251429391533682,0.12174888176308615,2.1606741743908386e-08,0.2853765325850111,0.23849315947510916,0.0,1.0410463282907259,0.0,0.0
11_237,0.4079601990049751,0.051092896174863386,0.5289256198347108,0.06640454346876365,0.037749895061698485,0.29390383812124493,0.07146572803239497,0.28341703070853613,0.0,0.0,0.0,0.0,0.4079601990049751,0.3709982886239214,0.5289256198347108,0.49494231090803015,0.037749895061698485,0.01364509207777816,0.07146572803239497,4.336716397241762e-06,0.0,0.0,0.0,0.0
11_24,0.9154228855721394,0.366120218579235,0.9917355371900827,0.4058540847531673,0.502817821283777,0.7646723189198601,0.6218338422684867,0.26824220106135527,0.0,0.0,0.0,0.0,0.9154228855721394,0.843472736118031,0.9917355371900827,0.9353306643131554,0.502817821283777,0.0013282224236192293,0.6218338422684867,7.072659525755617e-11,0.0,0.0,0.0,0.0
11_242,0.208955223880597,0.0273224043715847,0.2975206611570248,0.03800786369593709,0.01246265564198325,0.10387890267044843,0.01592618541613921,0.06791473445067435,0.0,0.0,0.0,5.367933357500308,0.208955223880597,0.17578200255577206,0.2975206611570248,0.249758319552481,0.01246265564198325,2.1734089513971957e-07,0.01592618541613921,2.283533212102431e-08,0.0,0.0,0.0,1.1096442209540838
11_244,0.18407960199004975,0.017759562841530054,0.2727272727272727,0.023154215814766274,0.006417211912848287,0.11023025911798712,0.024131671288418213,0.16188960561034893,0.0,0.0,0.0,0.6073670042828422,0.18407960199004975,0.18270819559125762,0.2727272727272727,0.2773758260414573,0.006417211912848287,1.5096281559276841e-06,0.024131671288418213,1.0534678976631704e-13,0.0,0.0,0.0,0.43626877837106515
