,CEG_interactions_degree,CEG_interactions_w_degree,CEG_interactions_degree_u,CEG_interactions_w_degree_u,CEG_interactions_betweenness_centrality,CEG_interactions_w_betweenness_centrality,CEG_interactions_betweenness_centrality_u,CEG_interactions_w_betweenness_centrality_u,CEG_interactions_NMF1_d,CEG_interactions_NMF1_u,CEG_interactions_NMF2_d,CEG_interactions_NMF2_u,CEG_rel_agree_degree,CEG_rel_agree_w_degree,CEG_rel_agree_degree_u,CEG_rel_agree_w_degree_u,CEG_rel_agree_betweenness_centrality,CEG_rel_agree_w_betweenness_centrality,CEG_rel_agree_betweenness_centrality_u,CEG_rel_agree_w_betweenness_centrality_u,CEG_rel_agree_NMF1_d,CEG_rel_agree_NMF1_u,CEG_rel_agree_NMF2_d,CEG_rel_agree_NMF2_u
0_62,0.07692307692307693,0.028017241379310345,0.1,0.0035587188612099642,0.0009837021979995217,0.39203509604532855,0.0,0.27829672138014394,0.2169146414280612,0.27838498565463177,1.1316688356705011,0.0,0.07692307692307693,0.09733865372706284,0.1,0.1282051282051282,0.0009837021979995217,0.0,0.0,0.0,0.5503161047785583,0.5431140789695166,0.0,0.03524555049877758
3_12,0.5,1.0,,1.0,0.5,0.0,,0.0,2.322166602778442,2.190376915429148,0.0,0.0,0.5,0.15999999999999948,,0.06666666666666665,0.5,0.0,,0.0,0.30542986560904967,0.8203947795277123,0.2091903139564928,0.18401817269794105
3_19,0.0,0.0,,0.125,0.0,0.0,,1.0,0.24260919689952745,0.4393372139904179,1.505063210667554,1.4080660185833933,0.0,0.6000000000000002,,1.0,0.0,0.16666666666666666,,0.0,0.9913286399395586,0.8874731573578314,0.15227727106315134,0.6391601518965518
3_4,1.0,0.3333333333333333,,0.125,1.0,1.0,,1.0,0.5383933809088478,0.4393372139904179,0.9818856033160948,1.4080660185833933,1.0,0.0,,0.0,1.0,1.0,,0.06896551724137931,0.625286263718706,0.8907097989485881,0.0,0.0007725264910613605
3_5,0.5,0.0,,0.0,0.5,0.0,,0.0,0.4896364274171108,1.1675147655908282,0.6147924812953403,0.30689639497969334,0.5,1.0,,0.16666666666666652,0.5,0.16666666666666666,,1.0,0.8145961459608124,0.15315544801196315,0.9061984520906378,0.9939987020742241
4_101,0.8019323671497585,0.5219500924214417,1.0,0.6474442988204456,0.32436468204624685,0.9318210654828822,0.8293218322937179,0.7425062148078534,11.537632920482515,9.92387664116075,8.888188612300976,0.0,0.8019323671497585,0.7846973181927721,1.0,0.9866849803315578,0.32436468204624685,0.15585534636784454,0.8293218322937179,5.116240958651781e-06,0.4479415763786261,0.3515855664285668,1.275609889924523,1.2573096204412673
4_103,0.25120772946859904,0.02310536044362292,0.3,0.029707295762341632,0.008413662237134977,0.19119791252416868,0.008529931036948863,0.14909271874925048,0.533262633933712,0.04425363014552121,0.0,0.5138926277449966,0.25120772946859904,0.3003623731177647,0.3,0.36768324228112415,0.008413662237134977,7.274345865792844e-11,0.008529931036948863,7.879505220055077e-25,0.6341166015937335,0.5259280643552765,0.0,0.03871682656984235
4_110,0.8260869565217391,0.4567929759704251,0.8833333333333333,0.528178243774574,0.3477541557192071,0.4973612634261592,0.4371666062050066,0.3103731705698733,3.2307522522821546,7.057343272835773,5.034005997011694,3.776646090301533,0.8260869565217391,0.7238958463881504,0.8833333333333333,0.7728453222086658,0.3477541557192071,0.2396160070433454,0.4371666062050066,1.0,0.4489567433712236,0.4253725523409171,0.8081140959674111,0.9700331874725024
4_112,0.7922705314009661,0.3671441774491682,0.8083333333333333,0.4648318042813456,0.270414756797481,0.6073204515298796,0.32355841816915143,0.23332369079702567,4.973737712060183,4.932062480874436,0.7284101568549455,3.8609925505246743,0.7922705314009661,0.7706686937239309,0.8083333333333333,0.7944820694609633,0.270414756797481,0.048691799750044215,0.32355841816915143,3.8400350639557456e-07,0.7843792716601843,0.4749029724939384,0.5308024497698847,0.9512097853935916
4_117,0.7053140096618358,0.19685767097966728,0.7583333333333333,0.218435998252512,0.14125472969301903,0.47840453803301763,0.19040992911690716,0.3854490329868405,1.6815138680683666,1.95959344281771,1.6019154698410363,1.556273847638569,0.7053140096618358,0.7557160147408325,0.7583333333333333,0.8430007400719998,0.14125472969301903,0.002272725036203998,0.19040992911690716,9.760978005320413e-14,0.5629021984635088,0.5509690577664155,0.8533026895615675,1.0112240145169538
4_129,0.0,0.0,0.0,0.0,2.9210491171149597e-05,0.002857194950083799,0.0,0.0,0.00022555217986831432,0.0,1.333778819430677e-05,0.042850359809877246,0.0,0.0,0.0,0.0,2.9210491171149597e-05,0.0,0.0,9.543832120573221e-13,0.007137993306260624,0.0,0.006188406148667738,0.02193435044443851
4_130,0.30917874396135264,0.05522181146025878,0.4,0.0764525993883792,0.00928351799015988,0.1855662582683309,0.01972281031963698,0.1679939000804979,0.34548780179841426,0.33565228993933377,0.3805647000049599,0.4835343923460636,0.30917874396135264,0.2823152859384903,0.4,0.36497355852281654,0.00928351799015988,0.010587544804322736,0.01972281031963698,0.0003309204727392102,0.3622991197974771,0.43732714980042986,0.16775446942894928,0.08049100922277341
4_132,0.6666666666666666,0.16358595194085027,0.725,0.17256443861948448,0.13789089010537572,0.442766209010676,0.2107259790706986,0.40967119789936346,1.7498813103810475,1.63073132212923,1.295804273550471,1.8924183786873272,0.6666666666666666,0.6723959154644304,0.725,0.7309236162994626,0.13789089010537572,0.01769642691372265,0.2107259790706986,4.904498634581313e-06,0.7812861751990758,0.5809673425551265,0.48871024735672647,0.792134647374636
4_141,0.34782608695652173,0.05129390018484288,0.4583333333333333,0.05024027959807777,0.015065280256494451,0.3989121209679274,0.04460930140265156,0.5566437262340197,1.434672436695003,0.6742108670349829,0.6414788898580509,0.06233189078224511,0.34782608695652173,0.38002418620405215,0.4583333333333333,0.4995545185187609,0.015065280256494451,9.969123640112358e-05,0.04460930140265156,2.344115380824885e-07,0.745787977158705,0.7263984379935833,0.3253081963554745,0.29940896614746276
4_143,0.3285024154589372,0.05406654343807763,0.45,0.0690257754477938,0.01858878180520021,0.3225536019214221,0.06260685442835107,0.29138037952421586,2.252103230253402,0.6842191707354857,0.0,0.5247146998834621,0.3285024154589372,0.32028918769120523,0.45,0.4508496899399499,0.01858878180520021,0.0002535376364361537,0.06260685442835107,4.400002425188431e-09,0.7837511015249113,0.5991654963237873,0.0,0.2738234499716436
4_146,0.8357487922705314,0.5316543438077634,0.8583333333333333,0.47750109217999126,0.4133764939032013,0.6467055418865072,0.4110862232436735,0.48376897968817134,2.153669950154381,2.895399687319955,6.598163032324331,5.579646990737413,0.8357487922705314,0.8298478714481184,0.8583333333333333,0.864669851537292,0.4133764939032013,0.013778865769088083,0.4110862232436735,9.904104842245961e-09,0.6463874551088975,0.49436320417641055,0.8223219793978682,1.0235444230725914
