uid,CE_votes_3,CE_votes_num,CE_votes_mean,CE_votes_2,CE_votes_std,CE_votes_1,CE_votes_4,CE_likes_mean,CE_likes_sum,CE_likes_num,CE_likes_std,CE_dislikes_std,CE_dislikes_sum,CE_dislikes_num,CE_dislikes_mean,CE_com_num,CE_com_std,CE_com_sum,CE_com_mean,CE_comid
17_98,69,70,3.0142857142857142,0,0.11952286093343939,0,1,6.0,24.0,4.0,2.449489742783178,0.0,0.0,4.0,0.0,4.0,20.984120980716188,230.0,57.5,17
18_1,128,129,2.992248062015504,1,0.08804509063256245,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18
18_100,24,51,2.5294117647058822,18,0.7836565874532181,5,4,5.8,29.0,5.0,3.8340579025361627,1.9235384061671346,11.0,5.0,2.2,5.0,55.160674397617726,586.0,117.2,18
18_101,30,39,2.923076923076923,6,0.4803844614152615,0,3,2.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,20.0,20.0,18
18_103,115,174,3.086206896551724,10,0.6872366402637083,8,41,8.666666666666666,130.0,15.0,6.945365018348226,5.608666762889632,48.0,15.0,3.2,15.0,62.704370623092096,1388.0,92.53333333333333,18
18_105,69,71,3.028169014084507,0,0.1666331287517145,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18
18_110,7,105,2.0952380952380953,95,0.3803796060367123,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18
18_112,48,106,2.2830188679245285,28,0.8810677178572226,26,4,19.0,57.0,3.0,8.0,1.1547005383792517,2.0,3.0,0.6666666666666666,3.0,41.01625693957621,268.0,89.33333333333333,18
18_113,0,117,4.0,0,0.0,0,117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18
18_117,168,191,2.973821989528796,14,0.3469347727837999,0,9,12.8,1216.0,95.0,8.077549660053986,2.4782141458605933,136.0,95.0,1.431578947368421,95.0,192.67843346727796,18430.0,194.0,18
18_119,23,40,2.625,16,0.5400617248673217,0,1,8.0,24.0,3.0,6.244997998398398,2.0816659994661326,5.0,3.0,1.6666666666666667,3.0,42.00396806652121,227.0,75.66666666666667,18
18_121,51,67,2.985074626865672,4,0.615273708824529,3,9,4.5,9.0,2.0,3.5355339059327378,0.0,0.0,2.0,0.0,2.0,25.45584412271571,70.0,35.0,18
18_122,67,81,2.9753086419753085,8,0.4175915660659143,0,6,11.6,174.0,15.0,11.556074469423304,5.730453318725774,43.0,15.0,2.8666666666666667,15.0,97.94449351302916,1948.0,129.86666666666667,18
18_123,3,20,2.3,14,0.7326950970650465,1,2,11.0,44.0,4.0,16.08311744241976,1.9148542155126762,6.0,4.0,1.5,4.0,179.68398184961654,558.0,139.5,18
18_125,10,77,3.8181818181818183,2,0.45094265965491775,0,65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18
18_128,8,61,1.6557377049180328,6,1.0469836977661002,41,6,17.77777777777778,160.0,9.0,9.959640778885774,4.126472801046649,23.0,9.0,2.5555555555555554,9.0,49.24795540031191,1045.0,116.11111111111111,18
18_130,21,148,2.108108108108108,122,0.4063297668022778,5,0,14.56140350877193,830.0,57.0,12.023812005260421,3.4118876657371087,81.0,57.0,1.4210526315789473,57.0,168.46814993897112,10943.0,191.98245614035088,18
18_147,8,31,3.6129032258064515,2,0.6152191671720849,0,21,2.2857142857142856,16.0,7.0,1.7043362064926932,0.7559289460184544,5.0,7.0,0.7142857142857143,7.0,7.546680127869535,157.0,22.428571428571427,18
